source_fold,cell,group,n,pred_range_pp,pred_sd_pp,y_range_pp,y_sd_pp,constant_within_1e_8_pp,mae,rmse,p95_ae
XJTU__RW,PL11,B1,870,0.0,2.220446049250313e-14,21.94696068763733,6.184452035592647,True,9.253109994976002,11.129577330683803,19.850182235240936
XJTU__RW,PL11,B12,870,0.0,3.3306690738754696e-14,21.94696068763733,6.184452035592647,True,9.26184255972334,11.13683862600373,19.858914799988273
XJTU__RW,PL11,B123,870,1.0538404549009783e-05,1.4015437667578323e-06,21.94696068763733,6.184452035592647,False,9.260754050999852,11.135933691742885,19.857828198514323
XJTU__RW,PL11,B1234,870,0.010677740018583126,0.000652261130818001,21.94696068763733,6.184452035592647,False,9.261527959856346,11.13672192287642,19.85891649673775
XJTU__RW,PL12,B,972,0.0,0.0,70.89278101921082,12.610177236830344,True,15.481833580099506,19.649730733375783,39.032062292098985
XJTU__RW,PL12,B1,972,0.0,1.1102230246251565e-14,70.89278101921082,12.610177236830344,True,18.273684509987692,22.092401443872188,42.10232496261595
XJTU__RW,PL12,B12,972,0.0,1.1102230246251565e-14,70.89278101921082,12.610177236830344,True,19.2640720202622,22.946844992524927,43.13374132849274
XJTU__RW,PL12,B123,972,0.0003591971422189921,5.7001840560349804e-05,70.89278101921082,12.610177236830344,False,19.138649290897323,22.83915935858275,43.004701998740956
XJTU__RW,PL12,B1234,972,0.032130367878480115,0.0030582674457563493,70.89278101921082,12.610177236830344,False,19.083735906184923,22.790933161108274,42.94651408988251
XJTU__RW,PL13,B,871,0.0,0.0,20.845073461532593,5.7177318887529545,True,8.518005621830167,10.259087567868438,18.549269437789917
XJTU__RW,PL13,B1,871,0.0,2.220446049250313e-14,20.845073461532593,5.7177318887529545,True,8.428262484470544,10.184697661629235,18.459526300430294
XJTU__RW,PL13,B12,871,4.440892098500626e-14,3.33915594984272e-14,20.845073461532593,5.7177318887529545,True,8.509592202702695,10.252103072441328,18.540856018662446
XJTU__RW,PL13,B123,871,1.1258362331290073e-05,2.2141389781917766e-06,20.845073461532593,5.7177318887529545,False,8.499428395308158,10.24366922058048,18.530695194512234
XJTU__RW,PL13,B1234,871,0.008052360190669017,0.0009722725844062074,20.845073461532593,5.7177318887529545,False,8.491592570316138,10.237427537939451,18.523409286281705
XJTU__RW,PL14,B,986,0.0,0.0,56.190282106399536,9.764944938004797,True,8.236671310167525,10.210419536126917,20.866921544075012
XJTU__RW,PL14,B1,986,0.0,1.1102230246251565e-14,56.190282106399536,9.764944938004797,True,8.300482355073306,10.35665461703109,21.334411501884464
XJTU__RW,PL14,B12,986,1.5942802633617248e-11,6.186575586000596e-13,56.190282106399536,9.764944938004797,True,8.333965025834612,10.41003130537687,21.49145890958608
XJTU__RW,PL14,B123,986,9.09123978876103e-05,2.21878995957343e-05,56.190282106399536,9.764944938004797,False,8.3297572388869,10.403256411871611,21.471823720231505
XJTU__RW,PL14,B1234,986,0.05934860729071012,0.008918598623589223,56.190282106399536,9.764944938004797,False,8.328700340465517,10.40064544686253,21.45829600975246
XJTU__Sim_satellite,CS2_5,B,59,0.0,0.0,5.423128604888916,1.5143474477755627,True,3.605122788477752,3.91026322804309,5.814408659934998
XJTU__Sim_satellite,CS2_5,B1,59,0.0,0.0,5.423128604888916,1.5143474477755627,True,3.8690283136852717,4.154831920148234,6.078314185142517
XJTU__Sim_satellite,CS2_5,B12,59,1.5656935638293623,0.4850998927816774,5.423128604888916,1.5143474477755627,False,3.182314774512608,3.4422035142823177,5.015690834661961
